이름,생년월일,휴대폰번호,연령,주민등록상 행정구역,지하철 이용횟수,버스 이용횟수,승차 Top1 행정동,승차 Top2 행정동,승차 Top3 행정동,하차 Top1 행정동,하차 Top2 행정동,하차 Top3 행정동,저소득층 여부,다자녀 여부,자녀수,이용요금,적립비율,적립금액,이용요금_올림,이용요금_내림,이용요금_반올림
김보람,1954-09-25,052-942-2662,71,경기도 광주시 경안동,61,20,경기도 안성시 미양면,서울특별시 송파구 문정동,경기도 파주시 장단면,경기도 여주시 금사면,경기도 수원시 영통구 이의동,경기도 화성시 서신면,N,N,0,332362,0.2,66472,332370.0,332360.0,332360
박선영,1969-05-22,051-773-4247,56,경기도 이천시 마장면,54,26,경기도 화성시 남양읍,서울특별시 용산구 원효로3가,경기도 김포시 대곶면,경기도 용인시 처인구 양지면,경기도 이천시 장호원읍,경기도 양주시 장흥면,N,Y,3,46785,0.5,23392,46790.0,46780.0,46780
김정웅,1986-01-25,019-030-2400,39,경기도 성남시 분당구 궁내동,64,25,서울특별시 용산구 이태원동,경기도 평택시 서탄면,경기도 김포시 월곶면,서울특별시 종로구 교남동,경기도 여주시 가남읍,경기도 용인시 처인구 양지면,N,Y,3,319837,0.5,159918,319840.0,319830.0,319840
윤정자,1966-11-19,052-776-0542,59,경기도 여주시 강천면,60,25,경기도 파주시 법원읍,경기도 용인시 처인구 포곡읍,경기도 양주시 남면,경기도 하남시 배알미동,경기도 성남시 분당구 삼평동,경기도 포천시 일동면,N,N,0,310779,0.2,62156,310780.0,310770.0,310780
김옥순,1981-05-25,064-781-5798,44,경기도 화성시 서신면,52,26,경기도 평택시 서탄면,서울특별시 서초구 신원동,서울특별시 강북구 미아동,서울특별시 종로구 봉익동,경기도 이천시 마장면,서울특별시 용산구 갈월동,N,N,0,58206,0.2,11641,58210.0,58200.0,58210
황순옥,2001-10-14,053-257-2661,24,경기도 군포시 당동,59,23,경기도 평택시 유천동,경기도 광주시 퇴촌면,경기도 광주시 도척면,경기도 파주시 파평면,경기도 부천시 오정구 고강동,경기도 수원시 장안구,N,N,0,191483,0.3,57445,191490.0,191480.0,191480
김현주,1950-10-11,043-200-4828,75,경기도 여주시 가남읍,55,13,경기도 파주시 적성면,경기도 안성시 삼죽면,경기도 고양시 덕양구 토당동,서울특별시 성북구 동소문동5가,경기도 안산시 단원구 대부동동,경기도 광주시 초월읍,N,N,0,80744,0.2,16149,80750.0,80740.0,80740
이수진,1973-09-23,041-211-3230,52,경기도 양주시 남면,56,20,경기도 이천시 신둔면,경기도 광주시 남한산성면,경기도 여주시 북내면,서울특별시 성북구 안암동2가,서울특별시 성북구 보문동3가,경기도 광주시 초월읍,Y,N,0,95920,0.53,50838,95920.0,95920.0,95920
심수민,1995-10-22,018-554-5269,30,경기도 가평군 청평면,60,17,경기도 가평군 가평읍,경기도 안산시 단원구 성곡동,경기도 수원시 팔달구 북수동,서울특별시 영등포구 여의도동,경기도 이천시 설성면,서울특별시 중구 회현동1가,N,Y,3,286686,0.5,143343,286690.0,286680.0,286690
류영미,2002-09-25,053-708-6476,23,경기도 화성시 송산면,58,19,경기도 시흥시 화정동,경기도 고양시 덕양구 용두동,서울특별시 성북구 동선동1가,경기도 고양시 덕양구 덕은동,경기도 연천군 청산면,경기도 양평군 서종면,Y,N,0,177708,0.53,94185,177710.0,177700.0,177710
조민석,2001-07-10,041-085-7681,24,경기도 포천시 군내면,64,16,경기도 화성시 팔탄면,경기도 성남시 분당구 동원동,경기도 여주시 북내면,경기도 평택시 진위면,경기도 포천시 내촌면,경기도 가평군 북면,N,Y,3,33952,0.5,16976,33960.0,33950.0,33950
이주원,2003-02-11,041-289-4303,22,경기도 오산시 외삼미동,63,16,경기도 안성시 옥산동,경기도 여주시 점동면,경기도 안성시 서운면,경기도 평택시 지산동,서울특별시 송파구 풍납동,경기도 용인시,Y,N,0,265852,0.53,140902,265860.0,265850.0,265850
김동현,1998-12-27,02-3086-9932,27,경기도 수원시 팔달구 매산로1가,51,21,경기도 용인시 처인구 남사읍,경기도 수원시 장안구 정자동,경기도 연천군 중면,서울특별시 동대문구 청량리동,경기도 이천시 율면,경기도 수원시 팔달구 신풍동,Y,N,0,72697,0.53,38529,72700.0,72690.0,72700
김현주,1965-08-26,016-842-3278,60,서울특별시 중구 다동,50,13,경기도 가평군 가평읍,경기도 파주시 장단면,경기도 연천군 미산면,경기도 가평군 청평면,경기도 파주시 적성면,경기도 부천시 원미구,N,N,0,467958,0.2,93592,467960.0,467950.0,467960
박민지,1978-02-10,052-710-4531,47,경기도 가평군 북면,64,11,경기도 광주시 도척면,경기도 양평군 양서면,경기도 화성시 향남읍,경기도 수원시 팔달구 지동,경기도 안성시 원곡면,경기도 부천시 원미구 소사동,N,N,0,57434,0.2,11487,57440.0,57430.0,57430
이아름,1989-01-25,032-901-5168,36,경기도 이천시 모가면,64,17,경기도 양평군 양동면,경기도 부천시 소사구 심곡본동,경기도 남양주시 진접읍,경기도 화성시 봉담읍,경기도 파주시 군내면,서울특별시 중구 봉래동2가,N,Y,2,467916,0.3,140375,467920.0,467910.0,467920
이주원,1977-12-06,044-918-4072,48,경기도 평택시 신장동,53,16,경기도 평택시 진위면,경기도 남양주시 오남읍,경기도 과천시 부림동,경기도 포천시 창수면,경기도 안성시 미양면,경기도 평택시 고덕면,N,N,0,62182,0.2,12436,62190.0,62180.0,62180
박영숙,1957-12-18,033-204-9343,68,경기도 수원시 장안구,53,20,경기도 여주시 금사면,서울특별시 은평구 갈현동,서울특별시 영등포구 문래동2가,경기도 용인시 처인구 모현읍,경기도 가평군 청평면,경기도 오산시 궐동,N,N,0,311883,0.2,62377,311890.0,311880.0,311880
김숙자,1950-08-09,042-968-9885,75,경기도 양평군 양서면,62,17,경기도 고양시 일산동구 식사동,서울특별시 종로구 도렴동,경기도 평택시 팽성읍,경기도 광주시 남한산성면,경기도 연천군 전곡읍,경기도 고양시 일산동구 풍동,N,N,0,55092,0.2,11018,55100.0,55090.0,55090
성채원,1954-05-13,062-003-2380,71,경기도 안성시 보개면,59,33,경기도 안성시 금광면,경기도 김포시 양촌읍,경기도 연천군 전곡읍,서울특별시 마포구 아현동,경기도 안성시 중리동,서울특별시 강남구 압구정동,N,Y,3,744182,0.5,372091,744190.0,744180.0,744180
이춘자,1962-05-27,042-384-3553,63,경기도 연천군 장남면,67,28,경기도 안양시 동안구 비산동,서울특별시 송파구 거여동,경기도 포천시 어룡동,경기도 평택시 서탄면,서울특별시 중구 인현동2가,경기도 여주시 강천면,N,Y,2,418915,0.3,125674,418920.0,418910.0,418920
김준서,1954-06-13,052-631-7860,71,경기도 남양주시 별내동,64,16,서울특별시 서초구,경기도 김포시 풍무동,서울특별시 송파구 방이동,서울특별시 마포구 도화동,서울특별시 용산구 동자동,경기도 화성시 팔탄면,N,N,0,32540,0.2,6508,32540.0,32540.0,32540
강상철,1972-05-08,033-662-0590,53,서울특별시 영등포구,73,22,경기도 수원시 장안구 율전동,경기도 이천시 마장면,서울특별시 동작구 대방동,경기도 가평군 북면,경기도 안성시 발화동,경기도 시흥시 과림동,N,Y,3,173394,0.5,86697,173400.0,173390.0,173390
김정호,1973-11-04,041-628-1057,52,서울특별시 영등포구 양평동2가,59,14,서울특별시 중구 남대문로2가,경기도 포천시 일동면,경기도 광주시 송정동,경기도 안성시 보개면,경기도 용인시 처인구 남사읍,경기도 용인시 처인구 포곡읍,N,Y,3,55499,0.5,27750,55500.0,55490.0,55500
배숙자,1954-04-17,016-314-8450,71,경기도 파주시 적성면,64,16,경기도 파주시 적성면,경기도 포천시 영중면,경기도 평택시 고덕동,경기도 평택시 청북읍,경기도 용인시 처인구 양지면,경기도 용인시 처인구 포곡읍,N,N,0,62256,0.2,12451,62260.0,62250.0,62260
백현숙,1995-06-13,011-341-5636,30,경기도 안성시 삼죽면,61,18,경기도 양주시 광적면,경기도 안성시 양성면,서울특별시 중구 광희동2가,경기도 구리시 사노동,서울특별시 강남구 율현동,경기도 안성시 미양면,N,N,0,278049,0.3,83415,278050.0,278040.0,278050
최진우,1977-05-23,062-517-7280,48,경기도 이천시 백사면,62,13,서울특별시 강동구 명일동,경기도 연천군 군남면,서울특별시 용산구 도원동,경기도 이천시 설성면,경기도 화성시 서신면,경기도 고양시 일산동구 장항동,Y,Y,3,13773,0.53,7300,13780.0,13770.0,13770
박영순,2002-11-18,032-646-9510,23,경기도 화성시 남양읍,54,14,경기도 성남시 중원구 도촌동,경기도 안성시 석정동,경기도 이천시 신둔면,경기도 안성시 양성면,경기도 여주시 북내면,경기도 고양시 일산동구 지영동,N,N,0,200087,0.3,60026,200090.0,200080.0,200090
이종수,1963-02-12,052-885-1586,62,경기도 파주시 법원읍,71,16,경기도 평택시 팽성읍,경기도 고양시 덕양구 오금동,서울특별시 중구 인현동2가,경기도 성남시 분당구 대장동,경기도 오산시,경기도 연천군 왕징면,Y,N,0,143073,0.53,75829,143080.0,143070.0,143070
장상호,1967-01-16,061-357-0530,58,경기도 광주시 초월읍,45,25,경기도 안성시 창전동,서울특별시 중구 회현동3가,서울특별시 마포구 신정동,경기도 여주시 가남읍,경기도 여주시 강천면,경기도 화성시 우정읍,N,N,0,311115,0.2,62223,311120.0,311110.0,311120
김광수,1984-02-26,010-4944-8150,41,서울특별시 관악구 봉천동,73,21,경기도 파주시 조리읍,경기도 오산시 지곶동,경기도 이천시 백사면,경기도 안성시 미양면,경기도 안성시 양성면,경기도 이천시 설성면,Y,N,0,12663,0.53,6711,12670.0,12660.0,12660
김수진,1972-08-24,064-788-7207,53,경기도 이천시 설성면,55,18,경기도 양평군 강하면,경기도 포천시 관인면,경기도 용인시 처인구 양지면,경기도 파주시 적성면,경기도 양평군 강하면,경기도 양평군 강상면,N,N,0,72911,0.2,14582,72920.0,72910.0,72910
이영환,1993-12-16,019-811-7853,32,경기도 수원시 권선구 호매실동,70,28,경기도 여주시 세종대왕면,경기도 고양시 덕양구 용두동,경기도 여주시 강천면,경기도 화성시 남양읍,경기도 연천군 전곡읍,서울특별시 영등포구 신길동,Y,N,0,41164,0.53,21817,41170.0,41160.0,41160
김미경,1966-09-18,032-612-6563,59,서울특별시 광진구 군자동,67,23,경기도 양평군 양평읍,경기도 화성시 남양읍,경기도 이천시 호법면,경기도 안성시 미양면,경기도 화성시 팔탄면,서울특별시 영등포구 문래동6가,Y,N,0,183214,0.53,97103,183220.0,183210.0,183210
류현숙,1950-12-22,061-656-2481,75,경기도 안산시 단원구 선감동,58,24,경기도 화성시 매송면,서울특별시 은평구 불광동,경기도 파주시 탄현면,경기도 가평군 가평읍,경기도 수원시 장안구 율전동,경기도 연천군 미산면,N,N,0,228199,0.2,45640,228200.0,228190.0,228200
유미영,1987-07-09,044-977-1886,38,경기도 양주시 광적면,57,24,경기도 의정부시 호원동,서울특별시 구로구 천왕동,경기도 화성시 봉담읍,경기도 가평군 가평읍,경기도 파주시 탄현면,경기도 광주시 남종면,N,N,0,1148,0.2,230,1150.0,1140.0,1150
김건우,1959-10-21,016-099-3150,66,경기도 성남시 중원구 여수동,65,13,경기도 포천시 이동면,경기도 용인시 처인구 양지면,서울특별시 영등포구 당산동,경기도 평택시 도일동,경기도 안성시 공도읍,경기도 여주시 산북면,Y,N,0,167704,0.53,88883,167710.0,167700.0,167700
고시우,1996-09-25,044-035-3955,29,경기도 연천군 군남면,58,18,경기도 이천시 부발읍,경기도 남양주시 진건읍,경기도 용인시 처인구 고림동,경기도 여주시 대신면,경기도 포천시 관인면,경기도 포천시 신북면,N,Y,3,92835,0.5,46418,92840.0,92830.0,92840
송시우,1966-03-22,02-9650-5100,59,경기도 화성시 진안동,49,19,경기도 파주시 적성면,서울특별시 마포구 공덕동,경기도 화성시 봉담읍,경기도 양주시 백석읍,경기도 안성시 고삼면,서울특별시 종로구 청진동,N,N,0,292202,0.2,58440,292210.0,292200.0,292200
최상철,1996-10-15,011-485-5545,29,서울특별시 은평구,53,25,경기도 파주시 군내면,경기도 안성시 미양면,경기도 여주시 산북면,경기도 가평군 가평읍,경기도 화성시 송산동,서울특별시 동대문구 회기동,N,N,0,171697,0.3,51509,171700.0,171690.0,171700
오상호,1955-11-25,063-802-7066,70,경기도 수원시 권선구 금곡동,63,17,경기도 양주시 남방동,경기도 여주시 가남읍,서울특별시 영등포구 문래동3가,경기도 양평군 양동면,경기도 평택시 오성면,경기도 평택시 안중읍,N,N,0,150402,0.2,30080,150410.0,150400.0,150400
김상현,1970-03-07,019-087-4347,55,서울특별시 중구 남대문로3가,72,28,경기도 광주시 곤지암읍,경기도 포천시 창수면,경기도 광주시 퇴촌면,경기도 파주시 법원읍,경기도 안성시 양성면,경기도 여주시 북내면,N,N,0,253155,0.2,50631,253160.0,253150.0,253160
고준호,1967-06-01,031-972-5101,58,경기도 안성시 중리동,60,15,경기도 광명시 하안동,경기도 화성시 정남면,경기도 파주시 금촌동,경기도 안성시 대덕면,경기도 화성시 송산면,경기도 용인시 기흥구 중동,N,N,0,212282,0.2,42456,212290.0,212280.0,212280
김민준,1986-10-01,061-163-9761,39,경기도 안산시 단원구 화정동,64,24,경기도 안산시 단원구 신길동,서울특별시 중구 방산동,서울특별시 관악구,서울특별시 종로구 예지동,경기도 화성시 남양읍,경기도 양평군 양서면,N,N,0,155131,0.2,31026,155140.0,155130.0,155130
서춘자,1999-08-03,064-798-7753,26,경기도 동두천시 상패동,61,20,경기도 포천시 창수면,경기도 양평군 용문면,경기도 여주시 가업동,경기도 동두천시,경기도 안성시 서운면,경기도 이천시 신둔면,N,N,0,112921,0.3,33876,112930.0,112920.0,112920
이지원,1980-01-23,019-857-4282,45,경기도 화성시 마도면,76,20,경기도 연천군 청산면,경기도 여주시 대신면,경기도 파주시 문산읍,경기도 여주시 가업동,경기도 화성시 남양읍,경기도 용인시 처인구 백암면,N,N,0,242361,0.2,48472,242370.0,242360.0,242360
곽은경,1983-10-12,042-041-7595,42,경기도 광주시 남종면,52,22,경기도 안양시 동안구 호계동,경기도 광주시 목현동,경기도 화성시 양감면,경기도 양주시 옥정동,서울특별시 성북구 길음동,경기도 이천시 송정동,N,N,0,360246,0.2,72049,360250.0,360240.0,360250
박상현,1998-04-22,053-867-2423,27,경기도 가평군 북면,58,21,경기도 안성시 연지동,경기도 포천시 자작동,경기도 여주시 월송동,경기도 여주시 세종대왕면,경기도 안성시 공도읍,경기도 양평군 청운면,N,Y,2,79093,0.3,23728,79100.0,79090.0,79090
박예은,1970-12-25,064-715-1229,55,경기도 수원시 영통구 원천동,55,19,경기도 동두천시 생연동,경기도 여주시 대신면,경기도 안성시 석정동,경기도 광주시 남종면,경기도 용인시 처인구 이동읍,경기도 양주시 백석읍,N,Y,3,518097,0.5,259048,518100.0,518090.0,518100
