이름,생년월일,휴대폰번호,연령,주민등록상 행정구역,지하철 이용횟수,버스 이용횟수,승차 Top1 행정동,승차 Top2 행정동,승차 Top3 행정동,하차 Top1 행정동,하차 Top2 행정동,하차 Top3 행정동,저소득층 여부,다자녀 여부,자녀수,이용요금,적립비율,적립금액
김지민,1967-05-05,061-500-1455,58,경기도 남양주시 수동면,47,24,경기도 여주시 천송동,서울특별시 중구 삼각동,경기도 안성시 원곡면,경기도 이천시 대월면,경기도 이천시 율면,경기도 이천시 고담동,N,N,0,318380,0.2,63676
이정순,1975-04-15,063-547-1883,50,경기도 광주시 곤지암읍,50,17,경기도 김포시 양촌읍,경기도 안산시 상록구 성포동,경기도 포천시 창수면,경기도 양평군 지평면,경기도 용인시 처인구 포곡읍,경기도 파주시 법원읍,N,N,0,340386,0.2,68077
윤아름,1979-11-03,032-764-6405,46,서울특별시 중구 예관동,54,15,경기도 화성시 우정읍,경기도 포천시 어룡동,서울특별시 강남구,경기도 안성시 서운면,경기도 고양시 일산동구 지영동,경기도 화성시 양감면,N,N,0,135435,0.2,27087
장경숙,1972-06-10,018-885-8055,53,경기도 여주시 대신면,58,28,서울특별시 종로구 연지동,서울특별시 성북구 성북동,경기도 연천군 백학면,경기도 연천군 전곡읍,경기도 여주시 세종대왕면,경기도 화성시 장안면,N,N,0,47624,0.2,9525
엄중수,1993-07-06,010-6905-3632,32,서울특별시 구로구 구로동,47,26,경기도 화성시 양감면,경기도 평택시 안중읍,서울특별시 종로구 혜화동,경기도 김포시 대곶면,경기도 연천군 군남면,경기도 시흥시 능곡동,N,N,0,329348,0.3,98804
유현우,1951-11-11,011-903-2938,74,경기도 의왕시 고천동,57,13,경기도 이천시 설성면,경기도 포천시 이동면,경기도 안성시 미양면,경기도 안성시 일죽면,경기도 파주시 진서면,경기도 용인시 처인구 모현읍,N,Y,3,184670,0.5,92335
이상철,1995-08-16,02-6648-8621,30,경기도 여주시 점봉동,72,18,경기도 화성시 마도면,경기도 용인시 처인구 백암면,경기도 연천군 왕징면,경기도 포천시 이동면,경기도 평택시 진위면,서울특별시 성북구 동소문동7가,N,N,0,205463,0.3,61639
박지우,2002-07-13,019-063-4444,23,경기도 이천시 백사면,47,18,경기도 여주시 북내면,서울특별시 서대문구 영천동,경기도 수원시 팔달구 장안동,경기도 동두천시 상패동,서울특별시 서대문구 냉천동,경기도 연천군 청산면,N,N,0,100193,0.3,30058
서지아,1992-10-15,043-849-8566,33,경기도 여주시 가남읍,53,26,경기도 화성시 매송면,경기도 여주시 금사면,경기도 연천군 미산면,경기도 여주시 금사면,서울특별시 마포구 창전동,경기도 여주시 대신면,N,Y,3,489567,0.5,244784
김영철,1951-01-14,062-098-0482,74,경기도 안성시 대덕면,52,18,서울특별시 마포구 토정동,경기도 평택시 팽성읍,경기도 이천시 마장면,경기도 양주시 백석읍,경기도 광주시 목현동,서울특별시 중구 태평로1가,N,N,0,407248,0.2,81450
윤준서,1983-11-27,063-942-8416,42,서울특별시 마포구 신수동,67,18,서울특별시 중구 명동1가,서울특별시 성북구 안암동5가,서울특별시 종로구 효제동,경기도 이천시 신둔면,경기도 양평군 용문면,서울특별시 강동구 상일동,N,N,0,29469,0.2,5894
황우진,1970-02-23,018-059-6193,55,경기도 안성시 대덕면,57,28,경기도 여주시 강천면,경기도 화성시 정남면,서울특별시 용산구,경기도 여주시 점동면,경기도 화성시 남양읍,서울특별시 강서구 공항동,N,N,0,39070,0.2,7814
이현정,2004-04-04,064-764-7166,21,경기도 의왕시 삼동,51,21,서울특별시 동대문구 이문동,경기도 포천시 신북면,경기도 오산시 고현동,경기도 안성시 대천동,경기도 화성시 봉담읍,서울특별시 용산구 효창동,N,N,0,121051,0.3,36315
안정식,1995-06-19,063-883-3938,30,경기도 파주시 문산읍,74,19,경기도 안성시 서운면,서울특별시 은평구 녹번동,경기도 성남시 수정구 산성동,서울특별시 마포구 연남동,경기도 용인시 처인구 백암면,경기도 연천군 왕징면,Y,N,0,200268,0.53,106142
박유진,1974-01-19,042-329-7218,51,경기도 여주시 점동면,60,22,서울특별시 중구 회현동1가,경기도 시흥시 신천동,경기도 양평군 개군면,경기도 여주시 산북면,서울특별시 중구 남산동3가,경기도 수원시 영통구 하동,N,Y,2,63933,0.3,19180
김영철,2000-10-25,052-337-0518,25,경기도 안성시 양성면,68,21,경기도 양평군 단월면,서울특별시 종로구 묘동,경기도 광주시 곤지암읍,서울특별시 마포구 용강동,경기도 여주시 점동면,경기도 이천시 부발읍,N,N,0,107296,0.3,32189
노진호,1983-02-09,043-954-4925,42,경기도 안성시 서운면,58,19,경기도 연천군 군남면,경기도 평택시 안중읍,서울특별시 금천구,경기도 고양시 덕양구 화정동,경기도 안성시 대덕면,경기도 화성시 마도면,N,N,0,33355,0.2,6671
김정남,1951-11-14,016-386-2379,74,경기도 양평군 옥천면,76,19,경기도 이천시 마장면,경기도 김포시 북변동,경기도 고양시 덕양구 원당동,경기도 연천군 왕징면,경기도 파주시 군내면,경기도 안성시 금광면,N,N,0,70650,0.2,14130
정상철,1994-04-24,064-701-5209,31,경기도 포천시 내촌면,59,19,서울특별시 종로구 효제동,경기도 의왕시 고천동,경기도 남양주시 오남읍,서울특별시 강동구 둔촌동,경기도 평택시 청북읍,경기도 안성시 발화동,Y,N,0,175628,0.53,93083
김재호,1981-08-17,031-858-0091,44,경기도 포천시 군내면,60,12,경기도 부천시 오정구 대장동,경기도 화성시 양감면,서울특별시 서대문구 홍은동,경기도 안성시 일죽면,서울특별시 강동구 상일동,경기도 고양시 일산서구 법곳동,N,N,0,45287,0.2,9057
홍동현,1994-10-13,051-517-6037,31,경기도 용인시 수지구 죽전동,56,24,경기도 화성시 방교동,경기도 성남시 분당구 율동,경기도 안성시 신흥동,경기도 용인시 처인구 백암면,경기도 연천군 왕징면,경기도 파주시 군내면,N,Y,3,544668,0.5,272334
허현준,1990-10-12,043-587-7563,35,경기도 남양주시 화도읍,70,22,경기도 안성시 보개면,경기도 화성시 송산면,경기도 김포시 양촌읍,경기도 평택시 서탄면,경기도 여주시 가남읍,경기도 남양주시 별내면,N,N,0,567255,0.2,113451
우현우,1966-11-03,051-439-9528,59,경기도 안성시 보개면,48,22,경기도 안성시 보개면,경기도 화성시 남양읍,서울특별시 종로구 서린동,경기도 성남시 분당구 서현동,경기도 양주시 광사동,경기도 고양시 일산동구 장항동,N,Y,3,179710,0.5,89855
홍수빈,1982-05-25,055-554-1849,43,경기도 평택시 팽성읍,53,25,경기도 용인시 처인구 포곡읍,경기도 여주시 점동면,경기도 수원시 권선구 곡반정동,경기도 안양시 동안구 관양동,서울특별시 중구 봉래동2가,서울특별시 용산구 주성동,N,N,0,25931,0.2,5186
김정남,1956-10-14,042-141-1295,69,경기도 성남시 분당구 수내동,54,25,경기도 안성시 고삼면,경기도 포천시 영중면,경기도 이천시 마장면,경기도 포천시 영중면,서울특별시 중구 충무로3가,서울특별시 성북구 성북동1가,N,N,0,92882,0.2,18576
김영식,1950-12-23,032-364-4075,75,경기도 안산시 상록구 부곡동,54,20,경기도 화성시 남양읍,경기도 양주시 회암동,서울특별시 종로구 훈정동,경기도 김포시 월곶면,경기도 광주시 삼동,경기도 용인시 처인구 원삼면,N,N,0,250504,0.2,50101
조은정,1952-09-14,062-219-1165,73,경기도 안성시 숭인동,53,15,경기도 파주시 월롱면,경기도 여주시 연양동,경기도 가평군 상면,경기도 양평군 청운면,경기도 가평군 북면,경기도 용인시 처인구 원삼면,N,N,0,52122,0.2,10424
이지연,1973-11-18,02-3132-6296,52,경기도 화성시 비봉면,54,14,경기도 포천시 영북면,경기도 수원시 팔달구 장안동,서울특별시 종로구 홍지동,경기도 이천시 갈산동,경기도 파주시 조리읍,경기도 화성시 서신면,N,N,0,308647,0.2,61729
김영순,1971-03-13,052-472-3055,54,경기도 평택시 안중읍,61,13,경기도 이천시 백사면,경기도 김포시 하성면,경기도 양평군 용문면,경기도 여주시 흥천면,서울특별시 노원구 중계동,경기도 여주시 대신면,N,Y,2,1480,0.3,444
양민석,1951-03-21,019-663-3581,74,경기도 부천시 원미구 심곡동,68,18,경기도 고양시 덕양구 덕은동,경기도 여주시 점동면,경기도 파주시 파주읍,서울특별시 강남구 대치동,경기도 파주시 장단면,경기도 용인시 처인구 이동읍,N,Y,2,40015,0.3,12004
김은서,1958-05-15,062-155-7188,67,경기도 안성시 계동,65,20,경기도 김포시 통진읍,경기도 용인시 처인구 원삼면,서울특별시 영등포구 당산동4가,경기도 남양주시 삼패동,경기도 안산시 상록구 부곡동,경기도 가평군 상면,Y,N,0,71646,0.53,37972
윤상훈,1960-09-11,016-869-7101,65,경기도 가평군 가평읍,69,14,서울특별시 구로구 온수동,경기도 하남시 감일동,경기도 양평군 지평면,경기도 여주시 점동면,경기도 용인시 처인구 모현읍,경기도 이천시 부발읍,N,N,0,641859,0.2,128372
황영호,2000-01-20,054-418-3089,25,경기도 평택시 팽성읍,69,30,경기도 광주시 문형동,경기도 평택시 죽백동,서울특별시 은평구,경기도 안성시 대덕면,경기도 안성시 원곡면,경기도 양평군 강하면,N,N,0,266821,0.3,80046
이미영,1953-03-11,052-201-0749,72,경기도 여주시 점동면,66,15,경기도 여주시 강천면,경기도 파주시 다율동,경기도 화성시 봉담읍,서울특별시 마포구 연남동,서울특별시 종로구 공평동,경기도 광주시 초월읍,N,N,0,3701,0.2,740
윤건우,1952-07-11,070-6828-6886,73,경기도 포천시 소흘읍,56,18,서울특별시 영등포구 문래동1가,경기도 이천시 장호원읍,경기도 화성시 봉담읍,경기도 과천시 막계동,경기도 오산시 은계동,경기도 화성시 향남읍,N,N,0,117962,0.2,23592
이경수,1984-09-22,032-396-2940,41,경기도 오산시 세교동,49,23,경기도 용인시 기흥구 하갈동,경기도 평택시 고덕면,경기도 안성시 양성면,경기도 용인시 처인구 포곡읍,경기도 광주시 초월읍,경기도 의왕시 초평동,N,N,0,223181,0.2,44636
김유진,1997-06-15,042-859-2425,28,경기도 파주시 법원읍,55,14,경기도 평택시 진위면,경기도 화성시 봉담읍,경기도 평택시 현덕면,서울특별시 동작구 상도1동,경기도 수원시 영통구 망포동,경기도 포천시 화현면,N,N,0,182506,0.3,54752
최재호,1990-05-24,033-439-2217,35,경기도 평택시 팽성읍,67,20,경기도 연천군 신서면,경기도 광주시 초월읍,경기도 의왕시 청계동,경기도 용인시 기흥구 영덕동,경기도 화성시 정남면,경기도 이천시 율면,Y,N,0,118019,0.53,62550
오미정,1952-08-12,044-586-7916,73,경기도 포천시 내촌면,55,20,서울특별시 서대문구 연희동,서울특별시 영등포구 양평동3가,경기도 김포시 하성면,서울특별시 중랑구 면목동,경기도 연천군 중면,경기도 안성시 양성면,N,N,0,57113,0.2,11423
최순옥,1999-08-24,011-505-0598,26,경기도 안성시 보개면,57,22,경기도 파주시 문산읍,경기도 고양시 일산동구 풍동,경기도 포천시 창수면,경기도 포천시 이동면,경기도 평택시 세교동,경기도 수원시 장안구 천천동,N,N,0,88515,0.3,26554
이상훈,1986-04-02,043-155-3884,39,경기도 남양주시 호평동,56,23,경기도 여주시 강천면,경기도 이천시 마장면,경기도 남양주시 화도읍,경기도 가평군 설악면,서울특별시 용산구 후암동,서울특별시 중구 장충동1가,N,Y,2,235142,0.3,70543
김상철,1968-04-26,044-469-8222,57,경기도 광주시 퇴촌면,63,14,서울특별시 강북구 미아동,서울특별시 성동구 성수동2가,경기도 여주시 대신면,서울특별시 종로구 구기동,경기도 여주시 북내면,경기도 여주시 점동면,N,Y,3,268910,0.5,134455
이은경,1951-05-14,041-664-3531,74,경기도 성남시 수정구 신촌동,70,14,경기도 안성시 양성면,서울특별시 광진구 광장동,경기도 용인시 수지구 죽전동,경기도 평택시 팽성읍,경기도 광주시 퇴촌면,서울특별시 종로구 신영동,N,N,0,128224,0.2,25645
김성현,1998-09-24,064-730-8079,27,경기도 여주시 대신면,54,30,경기도 화성시 서신면,경기도 성남시 수정구 복정동,경기도 양주시 광적면,경기도 연천군 왕징면,경기도 오산시 지곶동,경기도 안성시 신흥동,N,N,0,467027,0.3,140108
안영길,1959-07-25,032-239-5269,66,경기도 안성시 미양면,60,17,서울특별시 성북구 보문동7가,서울특별시 영등포구 영등포동,경기도 여주시 세종대왕면,경기도 수원시 권선구 입북동,경기도 화성시 매송면,경기도 안성시 성남동,N,Y,3,604792,0.5,302396
유서윤,1957-11-14,032-707-0677,68,경기도 화성시 금곡동,64,16,경기도 여주시 점동면,서울특별시 영등포구 영등포동1가,경기도 용인시 처인구 포곡읍,서울특별시 종로구 이화동,경기도 양평군 단월면,서울특별시 종로구 종로1가,N,N,0,289444,0.2,57889
김민석,1965-01-13,070-1418-6867,60,경기도 포천시 소흘읍,49,21,경기도 광주시 곤지암읍,경기도 용인시 처인구 남사읍,경기도 안성시 양성면,경기도 안성시 대덕면,서울특별시 종로구 수송동,경기도 이천시 진리동,Y,N,0,43050,0.53,22816
김지훈,1984-02-15,051-529-1936,41,경기도 부천시 원미구 소사동,58,30,경기도 남양주시 수동면,경기도 포천시 신북면,경기도 화성시 매송면,경기도 성남시 수정구 시흥동,경기도 시흥시 정왕동,경기도 의왕시 삼동,N,N,0,400893,0.2,80179
주종수,2005-03-12,063-685-0544,20,서울특별시 중구 의주로1가,66,21,서울특별시 종로구 구기동,경기도 포천시 창수면,경기도 여주시 강천면,서울특별시 종로구 명륜3가,경기도 광명시 가학동,서울특별시 서대문구 영천동,Y,N,0,114721,0.53,60802
이지연,1957-11-08,053-627-7932,68,경기도 여주시 가업동,63,31,경기도 여주시 대신면,경기도 포천시 일동면,경기도 파주시 진동면,서울특별시 강서구 오곡동,경기도 파주시 검산동,경기도 이천시 백사면,N,Y,3,47525,0.5,23762
