이름,생년월일,휴대폰번호,연령,주민등록상 행정구역,지하철 이용횟수,버스 이용횟수,승차 Top1 행정동,승차 Top2 행정동,승차 Top3 행정동,하차 Top1 행정동,하차 Top2 행정동,하차 Top3 행정동,저소득층 여부,다자녀 여부,자녀수,이용요금,적립비율,적립금액,휴대폰번호_마스킹
심서영,2001-06-12,053-076-8334,24,경기도 오산시 오산동,48,16,경기도 포천시 창수면,경기도 여주시 천송동,서울특별시 강동구 성내동,서울특별시 금천구 시흥동,경기도 양평군 강상면,경기도 이천시 설성면,N,N,0,4336,0.3,1301,053-***-8334
배예준,2001-07-12,017-674-2968,24,경기도 안성시 삼죽면,62,23,경기도 파주시 탄현면,서울특별시 용산구 동빙고동,경기도 포천시 창수면,경기도 가평군 설악면,서울특별시 노원구 중계동,서울특별시 중구 광희동1가,N,N,0,45647,0.3,13694,017-***-2968
안병철,1967-08-18,054-010-1304,58,경기도 화성시 팔탄면,76,18,경기도 파주시 광탄면,경기도 양평군 강상면,경기도 화성시 봉담읍,경기도 양평군 서종면,경기도 평택시 가재동,경기도 양평군 강하면,N,N,0,118210,0.2,23642,054-***-1304
김민석,1959-04-25,041-738-8415,66,경기도 양주시 남면,60,18,경기도 화성시 남양읍,서울특별시 영등포구 양평동5가,경기도 안양시 만안구 박달동,경기도 가평군 설악면,경기도 연천군 군남면,경기도 파주시 파주읍,N,N,0,21113,0.2,4223,041-***-8415
고서윤,1960-09-20,052-770-4562,65,경기도 여주시 세종대왕면,59,16,경기도 양평군 청운면,서울특별시 종로구 옥인동,경기도 화성시 송산면,서울특별시 성동구 하왕십리동,서울특별시 중구 장충동1가,경기도 부천시 원미구 역곡동,N,N,0,95379,0.2,19076,052-***-4562
문영순,1998-01-16,044-169-7731,27,경기도 고양시 덕양구 행신동,61,19,경기도 남양주시 화도읍,경기도 여주시 세종대왕면,경기도 파주시 야동동,경기도 이천시 장호원읍,경기도 포천시 신북면,경기도 평택시 현덕면,N,N,0,91268,0.3,27380,044-***-7731
권예은,1985-01-26,051-149-0491,40,경기도 안성시 아양동,50,28,경기도 용인시 처인구 백암면,경기도 안성시 대덕면,경기도 이천시 율면,경기도 양평군 서종면,경기도 용인시 처인구 남사읍,경기도 이천시 부발읍,N,N,0,555642,0.2,111128,051-***-0491
박정웅,1957-10-06,051-728-5878,68,경기도 포천시 창수면,52,27,서울특별시 중구 인현동1가,서울특별시 용산구 보광동,경기도 용인시 기흥구 상갈동,경기도 화성시 우정읍,경기도 포천시 창수면,경기도 용인시 처인구 모현읍,N,N,0,33949,0.2,6790,051-***-5878
곽도현,1978-12-24,063-880-8119,47,경기도 평택시 팽성읍,56,20,경기도 안산시 단원구 대부북동,경기도 연천군 장남면,경기도 양평군 개군면,경기도 연천군 청산면,경기도 양주시 은현면,경기도 여주시 대신면,Y,Y,3,122510,0.53,64930,063-***-8119
강미숙,1991-07-07,011-875-9939,34,경기도 용인시 처인구 이동읍,64,20,경기도 성남시 수정구 상적동,경기도 파주시 장단면,경기도 양주시 백석읍,경기도 여주시 북내면,서울특별시 성북구 길음동,서울특별시 용산구 신창동,N,N,0,21675,0.3,6502,011-***-9939
안성호,1956-06-08,062-481-5710,69,서울특별시 종로구 종로5가,55,17,경기도 화성시 팔탄면,경기도 의정부시 자일동,경기도 김포시 고촌읍,경기도 용인시 처인구 모현읍,경기도 남양주시,경기도 양평군 용문면,N,N,0,291774,0.2,58355,062-***-5710
김영희,1967-10-06,055-197-1003,58,경기도 이천시 설성면,55,14,서울특별시 성동구 금호동4가,경기도 안양시,경기도 연천군 백학면,경기도 광주시 도척면,경기도 연천군 장남면,서울특별시 중구 장교동,Y,N,0,262371,0.53,139057,055-***-1003
손명숙,1975-02-26,052-757-3084,50,경기도 고양시 덕양구 화전동,66,24,경기도 남양주시 진건읍,경기도 화성시 매송면,경기도 화성시 매송면,경기도 부천시 원미구 심곡동,경기도 용인시 처인구 모현읍,경기도 화성시 송산면,N,N,0,655618,0.2,131124,052-***-3084
이종수,1984-05-04,061-439-6263,41,경기도 여주시 세종대왕면,59,22,경기도 이천시 장호원읍,경기도 안성시 보개면,경기도 안성시 서운면,경기도 안성시 삼죽면,경기도 여주시 흥천면,서울특별시 성북구 안암동1가,N,Y,2,84044,0.3,25213,061-***-6263
이은지,1952-04-17,055-327-0333,73,경기도 화성시 매송면,71,29,서울특별시 구로구 천왕동,경기도 이천시 설성면,서울특별시 마포구 신수동,경기도 포천시 영북면,경기도 광주시 곤지암읍,서울특별시 중구,N,N,0,865017,0.2,173003,055-***-0333
이성수,1970-02-25,064-768-4267,55,경기도 파주시 서패동,55,22,경기도 연천군 군남면,경기도 포천시 관인면,경기도 안성시 대덕면,경기도 평택시 고덕면,경기도 용인시 처인구 남사읍,서울특별시 종로구 통의동,N,N,0,224190,0.2,44838,064-***-4267
조숙자,1962-05-05,02-4240-8092,63,경기도 김포시 대곶면,59,25,경기도 이천시 신둔면,서울특별시 성동구 사근동,경기도 용인시 처인구 원삼면,경기도 남양주시 오남읍,경기도 포천시 설운동,경기도 부천시 소사구 옥길동,N,N,0,16505,0.2,3301,02-4***-8092
이서연,1988-03-25,032-838-5722,37,경기도 화성시 송산면,65,16,경기도 고양시 일산서구 탄현동,경기도 파주시 진서면,경기도 양평군 개군면,경기도 성남시 수정구 시흥동,경기도 하남시 교산동,경기도 양주시 남면,N,N,0,7900,0.2,1580,032-***-5722
김영미,1986-07-07,018-721-4941,39,경기도 시흥시 정왕동,57,27,경기도 가평군 설악면,경기도 화성시 매송면,경기도 시흥시 배곧동,경기도 과천시 부림동,경기도 안성시 중리동,경기도 고양시 덕양구 주교동,N,N,0,24616,0.2,4923,018-***-4941
김서영,1969-08-08,070-5577-6253,56,경기도 연천군 중면,68,15,경기도 용인시 수지구 죽전동,경기도 안성시 양성면,서울특별시 용산구 용산동2가,경기도 안성시 보개면,경기도 화성시 서신면,경기도 포천시 화현면,N,N,0,46,0.2,9,070-****-6253
이중수,1968-01-04,061-300-0535,57,경기도 여주시 북내면,73,24,경기도 화성시 봉담읍,경기도 용인시 처인구 원삼면,서울특별시 송파구 방이동,서울특별시 강남구 청담동,경기도 안산시 상록구 성포동,경기도 가평군 가평읍,N,N,0,223903,0.2,44781,061-***-0535
박영수,1964-06-13,031-568-6424,61,경기도 양평군 단월면,61,22,경기도 포천시 영북면,서울특별시 성동구,경기도 평택시 유천동,경기도 양주시 백석읍,경기도 화성시 송산면,서울특별시 성동구,N,Y,3,599937,0.5,299968,031-***-6424
장은지,1957-07-14,052-304-9961,68,경기도 양평군 옥천면,52,21,경기도 시흥시 과림동,서울특별시 영등포구 당산동4가,경기도 연천군 전곡읍,경기도 안성시 대덕면,경기도 여주시 대신면,서울특별시 성북구 동소문동7가,N,N,0,8437,0.2,1687,052-***-9961
박정남,1995-05-06,055-968-5237,30,경기도 양평군 개군면,70,17,경기도 포천시 신북면,경기도 이천시 부발읍,경기도 성남시 분당구 백현동,경기도 포천시 이동면,경기도 여주시 금사면,경기도 이천시 호법면,N,N,0,41924,0.3,12577,055-***-5237
안정호,1993-01-23,070-8579-1657,32,서울특별시 동대문구 청량리동,59,18,서울특별시 강동구 상일동,경기도 평택시 현덕면,경기도 안성시 금광면,경기도 여주시 점동면,경기도 여주시 우만동,경기도 고양시 덕양구 동산동,N,N,0,610268,0.3,183080,070-****-1657
최영희,1981-06-20,043-843-1814,44,경기도 평택시 모곡동,55,20,서울특별시 종로구 관훈동,경기도 파주시 파평면,경기도 여주시 흥천면,경기도 양평군 양동면,서울특별시 종로구 묘동,경기도 파주시 장단면,N,N,0,54298,0.2,10860,043-***-1814
한정남,1964-02-23,051-536-5143,61,서울특별시 강남구 율현동,57,19,경기도 화성시 송산면,경기도 안성시 보개면,경기도 이천시 신둔면,경기도 화성시 송동,경기도 김포시 월곶면,경기도 화성시 우정읍,N,N,0,368250,0.2,73650,051-***-5143
이영호,1962-07-25,018-594-2974,63,경기도 연천군 연천읍,57,16,경기도 화성시 정남면,경기도 용인시 수지구,경기도 여주시 북내면,경기도 양평군 양평읍,서울특별시 강서구 내발산동,경기도 이천시 장호원읍,N,N,0,41322,0.2,8264,018-***-2974
허영철,2003-06-26,054-490-3701,22,경기도 안성시 죽산면,59,22,경기도 부천시 소사구 소사본동,경기도 포천시 창수면,서울특별시 종로구 행촌동,경기도 포천시 가산면,경기도 남양주시 별내면,경기도 수원시 장안구 이목동,N,Y,3,660349,0.5,330174,054-***-3701
박준영,1953-11-10,011-779-0653,72,경기도 의정부시,63,29,경기도 안성시 공도읍,경기도 연천군 백학면,경기도 양평군 청운면,경기도 용인시 처인구 백암면,경기도 안성시 신흥동,경기도 포천시 내촌면,N,N,0,93616,0.2,18723,011-***-0653
이우진,1952-11-13,016-935-4195,73,경기도 연천군 중면,74,19,경기도 여주시 천송동,서울특별시 용산구 서계동,경기도 안성시 서운면,경기도 포천시 관인면,경기도 평택시 팽성읍,경기도 파주시 신촌동,N,Y,3,232268,0.5,116134,016-***-4195
장은서,1966-04-06,041-391-5350,59,경기도 양평군 개군면,55,17,경기도 평택시 오성면,경기도 양평군 양평읍,서울특별시 성동구,경기도 연천군 미산면,서울특별시 서대문구 남가좌동,경기도 연천군 장남면,N,N,0,549523,0.2,109905,041-***-5350
김서연,1987-05-21,041-727-8011,38,경기도 수원시 팔달구 고등동,60,17,서울특별시 구로구 개봉동,경기도 양평군 양동면,경기도 평택시 서탄면,경기도 안성시 서운면,경기도 안산시 단원구 화정동,경기도 화성시 정남면,N,N,0,61579,0.2,12316,041-***-8011
이정호,1963-11-08,053-245-1063,62,경기도 용인시 처인구 이동읍,54,24,경기도 김포시 통진읍,경기도 평택시 진위면,경기도 안성시 서운면,서울특별시 강서구 개화동,경기도 화성시 정남면,경기도 화성시 장안면,N,N,0,107189,0.2,21438,053-***-1063
정재호,1979-04-07,016-722-4906,46,경기도 양평군 양서면,66,17,서울특별시 강서구,경기도 평택시 팽성읍,경기도 이천시 율면,경기도 화성시 우정읍,경기도 평택시 팽성읍,경기도 수원시 장안구 하광교동,N,N,0,60616,0.2,12123,016-***-4906
류하은,1984-11-10,064-776-9382,41,경기도 오산시 궐동,56,20,경기도 파주시 파평면,경기도 평택시 지제동,경기도 여주시 흥천면,경기도 고양시 일산동구 장항동,경기도 가평군 가평읍,경기도 용인시 기흥구,N,N,0,127223,0.2,25445,064-***-9382
이지은,2004-01-18,044-089-9913,21,경기도 평택시 고덕면,61,12,경기도 가평군 조종면,경기도 이천시 설성면,경기도 화성시 향남읍,경기도 안성시 양성면,경기도 안산시 단원구 와동,서울특별시 용산구 동자동,N,N,0,447385,0.3,134216,044-***-9913
김경자,1983-03-26,051-680-2385,42,경기도 광명시 노온사동,51,17,경기도 성남시 수정구 신촌동,경기도 여주시 가남읍,경기도 여주시 점동면,경기도 이천시 장호원읍,경기도 양주시 장흥면,경기도 남양주시 진건읍,N,Y,3,41394,0.5,20697,051-***-2385
김예준,1981-07-12,017-874-6325,44,서울특별시 중구 남대문로5가,57,24,경기도 안성시 계동,서울특별시 구로구 천왕동,서울특별시 영등포구 영등포동7가,경기도 안성시 고삼면,경기도 수원시 팔달구 팔달로2가,경기도 포천시 관인면,N,Y,3,140168,0.5,70084,017-***-6325
남진호,1985-01-18,070-9810-1472,40,경기도 김포시 통진읍,60,16,서울특별시 서대문구 홍제동,경기도 고양시 덕양구 향동동,서울특별시 중구 남대문로2가,서울특별시 도봉구 쌍문동,경기도 안성시 대덕면,경기도 수원시 팔달구 인계동,N,N,0,31550,0.2,6310,070-****-1472
홍미영,1952-07-10,018-717-8438,73,경기도 오산시 두곡동,54,14,경기도 이천시 백사면,경기도 광주시 퇴촌면,경기도 파주시 장단면,경기도 화성시 서신면,경기도 양평군 용문면,경기도 안성시 보개면,N,N,0,98818,0.2,19764,018-***-8438
김은주,1962-08-24,061-689-8560,63,경기도 여주시 흥천면,72,21,서울특별시 도봉구 창동,경기도 화성시 매송면,경기도 화성시 봉담읍,서울특별시 관악구 봉천동,경기도 평택시 포승읍,경기도 포천시 가산면,Y,N,0,42888,0.53,22731,061-***-8560
김성훈,1959-06-17,032-477-9331,66,경기도 화성시 우정읍,47,9,경기도 양평군 개군면,경기도 안성시 죽산면,경기도 포천시 내촌면,경기도 안산시 단원구 화정동,경기도 광주시 남한산성면,경기도 의왕시 초평동,N,N,0,49250,0.2,9850,032-***-9331
김성훈,1982-02-06,018-842-1810,43,경기도 이천시 장호원읍,53,21,경기도 양평군 양동면,경기도 이천시 설성면,경기도 안성시 양성면,경기도 하남시 신장동,경기도 평택시 합정동,경기도 안성시 고삼면,N,N,0,120391,0.2,24078,018-***-1810
황지영,1995-03-08,010-7767-2737,30,경기도 수원시 팔달구 매향동,59,25,경기도 평택시 진위면,경기도 여주시 강천면,경기도 가평군 가평읍,서울특별시 마포구 현석동,서울특별시 성북구 보문동7가,경기도 이천시 마장면,N,N,0,256710,0.3,77013,010-****-2737
황현숙,1991-11-20,016-621-6081,34,경기도 김포시 하성면,61,26,서울특별시 중구 중림동,경기도 포천시 화현면,경기도 부천시 오정구 작동,경기도 가평군 북면,경기도 안성시 미양면,경기도 오산시 외삼미동,N,N,0,25951,0.3,7785,016-***-6081
강민서,1958-09-14,062-032-8465,67,경기도 파주시 월롱면,66,17,경기도 파주시 진동면,경기도 여주시 흥천면,경기도 김포시 대곶면,경기도 용인시 처인구 백암면,서울특별시 용산구 서계동,경기도 양주시 남면,Y,N,0,296389,0.53,157086,062-***-8465
김상훈,1972-05-02,019-280-7606,53,경기도 여주시 가남읍,68,14,경기도 여주시 흥천면,경기도 남양주시 삼패동,경기도 수원시 팔달구 장안동,경기도 용인시 처인구 원삼면,경기도 연천군 왕징면,경기도 화성시 송산면,N,N,0,833703,0.2,166741,019-***-7606
안성민,1983-06-14,064-757-0057,42,경기도 수원시 권선구 금곡동,72,15,경기도 안성시 보개면,서울특별시 동대문구 답십리동,경기도 화성시 마도면,경기도 파주시 조리읍,서울특별시 서초구,경기도 파주시 장단면,N,N,0,69024,0.2,13805,064-***-0057
서종수,1950-07-17,053-861-7792,75,경기도 남양주시 진접읍,60,24,경기도 이천시 부발읍,경기도 하남시,경기도 남양주시 화도읍,경기도 파주시 광탄면,경기도 연천군 전곡읍,서울특별시 강북구,N,N,0,42132,0.2,8426,053-***-7792
